route_id,forecast_timestamp,forecast_volume_m3,vehicles_needed,utilization_rate,priority,call_recommended,lead_time_minutes,call_by_timestamp,estimated_total_cost,potential_savings,model_confidence
375.0,2025-05-30 11:00:00,73.81,1,0.923,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
383.0,2025-05-30 11:00:00,155.54,2,0.944,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
394.0,2025-05-30 11:00:00,77.9,1,0.974,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
401.0,2025-05-30 11:00:00,145.83,2,0.823,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
403.0,2025-05-30 11:00:00,144.93,2,0.812,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
424.0,2025-05-30 11:00:00,155.62,2,0.945,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
435.0,2025-05-30 11:00:00,76.85,1,0.961,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
458.0,2025-05-30 11:00:00,151.09,2,0.889,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
476.0,2025-05-30 11:00:00,73.95,1,0.924,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
497.0,2025-05-30 11:00:00,150.99,2,0.887,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
501.0,2025-05-30 11:00:00,74.8,1,0.935,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
517.0,2025-05-30 11:00:00,77.81,1,0.973,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
519.0,2025-05-30 11:00:00,151.82,2,0.898,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
522.0,2025-05-30 11:00:00,152.6,2,0.908,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
527.0,2025-05-30 11:00:00,146.65,2,0.833,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
530.0,2025-05-30 11:00:00,153.33,2,0.917,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
540.0,2025-05-30 11:00:00,144.97,2,0.812,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
545.0,2025-05-30 11:00:00,152.89,2,0.911,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
552.0,2025-05-30 11:00:00,75.19,1,0.94,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
566.0,2025-05-30 11:00:00,157.19,2,0.965,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
590.0,2025-05-30 11:00:00,72.89,1,0.911,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
595.0,2025-05-30 11:00:00,147.38,2,0.842,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
663.0,2025-05-30 11:00:00,74.41,1,0.93,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
675.0,2025-05-30 11:00:00,76.62,1,0.958,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
696.0,2025-05-30 11:00:00,147.79,2,0.847,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
712.0,2025-05-30 11:00:00,76.21,1,0.953,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
717.0,2025-05-30 11:00:00,145.92,2,0.824,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
735.0,2025-05-30 11:00:00,77.65,1,0.971,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
736.0,2025-05-30 11:00:00,76.91,1,0.961,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
753.0,2025-05-30 11:00:00,146.73,2,0.834,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
766.0,2025-05-30 11:00:00,79.57,1,0.995,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
770.0,2025-05-30 11:00:00,159.15,2,0.989,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
791.0,2025-05-30 11:00:00,147.75,2,0.847,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
793.0,2025-05-30 11:00:00,78.06,1,0.976,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
796.0,2025-05-30 11:00:00,72.04,1,0.9,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
806.0,2025-05-30 11:00:00,79.35,1,0.992,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
825.0,2025-05-30 11:00:00,79.7,1,0.996,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
827.0,2025-05-30 11:00:00,239.42,3,0.993,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
834.0,2025-05-30 11:00:00,147.09,2,0.839,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
847.0,2025-05-30 11:00:00,155.92,2,0.949,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
885.0,2025-05-30 11:00:00,146.59,2,0.832,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
887.0,2025-05-30 11:00:00,77.85,1,0.973,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
893.0,2025-05-30 11:00:00,72.86,1,0.911,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
897.0,2025-05-30 11:00:00,150.0,2,0.875,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
903.0,2025-05-30 11:00:00,146.22,2,0.828,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
911.0,2025-05-30 11:00:00,148.67,2,0.858,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
918.0,2025-05-30 11:00:00,151.72,2,0.896,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
921.0,2025-05-30 11:00:00,73.82,1,0.923,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
951.0,2025-05-30 11:00:00,226.26,3,0.828,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
953.0,2025-05-30 11:00:00,304.81,4,0.81,HIGH,True,90,2025-05-30 09:30:00,30000,7500,0.85
956.0,2025-05-30 11:00:00,220.86,3,0.761,HIGH,True,90,2025-05-30 09:30:00,22500,7500,0.85
965.0,2025-05-30 11:00:00,158.58,2,0.982,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
966.0,2025-05-30 11:00:00,74.3,1,0.929,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
967.0,2025-05-30 11:00:00,156.47,2,0.956,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
973.0,2025-05-30 11:00:00,73.59,1,0.92,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
979.0,2025-05-30 11:00:00,149.31,2,0.866,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
980.0,2025-05-30 11:00:00,72.98,1,0.912,HIGH,True,90,2025-05-30 09:30:00,7500,7500,0.85
981.0,2025-05-30 11:00:00,158.43,2,0.98,HIGH,True,90,2025-05-30 09:30:00,15000,7500,0.85
1.0,2025-05-30 11:30:00,148.92,2,0.861,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
10.0,2025-05-30 11:30:00,147.32,2,0.841,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
24.0,2025-05-30 11:30:00,79.33,1,0.992,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
37.0,2025-05-30 11:30:00,151.44,2,0.893,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
89.0,2025-05-30 11:30:00,72.09,1,0.901,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
105.0,2025-05-30 11:30:00,146.9,2,0.836,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
106.0,2025-05-30 11:30:00,77.54,1,0.969,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
108.0,2025-05-30 11:30:00,147.28,2,0.841,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
109.0,2025-05-30 11:30:00,159.15,2,0.989,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
127.0,2025-05-30 11:30:00,158.88,2,0.986,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
133.0,2025-05-30 11:30:00,73.38,1,0.917,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
187.0,2025-05-30 11:30:00,75.37,1,0.942,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
190.0,2025-05-30 11:30:00,151.61,2,0.895,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
205.0,2025-05-30 11:30:00,146.98,2,0.837,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
209.0,2025-05-30 11:30:00,76.71,1,0.959,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
216.0,2025-05-30 11:30:00,78.53,1,0.982,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
219.0,2025-05-30 11:30:00,153.05,2,0.913,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
223.0,2025-05-30 11:30:00,151.65,2,0.896,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
230.0,2025-05-30 11:30:00,74.88,1,0.936,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
239.0,2025-05-30 11:30:00,157.63,2,0.97,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
240.0,2025-05-30 11:30:00,75.81,1,0.948,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
255.0,2025-05-30 11:30:00,156.87,2,0.961,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
292.0,2025-05-30 11:30:00,76.91,1,0.961,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
301.0,2025-05-30 11:30:00,150.6,2,0.883,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
308.0,2025-05-30 11:30:00,157.64,2,0.971,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
332.0,2025-05-30 11:30:00,152.88,2,0.911,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
351.0,2025-05-30 11:30:00,72.84,1,0.911,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
356.0,2025-05-30 11:30:00,154.89,2,0.936,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
357.0,2025-05-30 11:30:00,77.96,1,0.974,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
360.0,2025-05-30 11:30:00,151.76,2,0.897,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
366.0,2025-05-30 11:30:00,78.79,1,0.985,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
374.0,2025-05-30 11:30:00,73.48,1,0.919,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
375.0,2025-05-30 11:30:00,73.56,1,0.92,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
383.0,2025-05-30 11:30:00,157.07,2,0.963,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
403.0,2025-05-30 11:30:00,148.92,2,0.861,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
409.0,2025-05-30 11:30:00,217.86,3,0.723,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
427.0,2025-05-30 11:30:00,78.11,1,0.976,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
435.0,2025-05-30 11:30:00,74.38,1,0.93,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
458.0,2025-05-30 11:30:00,154.76,2,0.934,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
466.0,2025-05-30 11:30:00,79.57,1,0.995,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
476.0,2025-05-30 11:30:00,76.28,1,0.953,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
497.0,2025-05-30 11:30:00,148.48,2,0.856,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
501.0,2025-05-30 11:30:00,76.52,1,0.956,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
519.0,2025-05-30 11:30:00,147.36,2,0.842,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
527.0,2025-05-30 11:30:00,148.08,2,0.851,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
530.0,2025-05-30 11:30:00,151.38,2,0.892,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
545.0,2025-05-30 11:30:00,153.68,2,0.921,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
552.0,2025-05-30 11:30:00,72.95,1,0.912,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
566.0,2025-05-30 11:30:00,152.61,2,0.908,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
584.0,2025-05-30 11:30:00,78.19,1,0.977,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
590.0,2025-05-30 11:30:00,72.74,1,0.909,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
595.0,2025-05-30 11:30:00,149.1,2,0.864,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
629.0,2025-05-30 11:30:00,74.05,1,0.926,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
663.0,2025-05-30 11:30:00,76.93,1,0.962,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
675.0,2025-05-30 11:30:00,76.1,1,0.951,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
703.0,2025-05-30 11:30:00,159.09,2,0.989,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
712.0,2025-05-30 11:30:00,77.63,1,0.97,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
717.0,2025-05-30 11:30:00,145.57,2,0.82,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
719.0,2025-05-30 11:30:00,76.65,1,0.958,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
736.0,2025-05-30 11:30:00,76.17,1,0.952,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
766.0,2025-05-30 11:30:00,77.52,1,0.969,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
793.0,2025-05-30 11:30:00,74.02,1,0.925,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
825.0,2025-05-30 11:30:00,78.48,1,0.981,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
827.0,2025-05-30 11:30:00,234.15,3,0.927,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
834.0,2025-05-30 11:30:00,148.23,2,0.853,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
837.0,2025-05-30 11:30:00,149.9,2,0.874,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
844.0,2025-05-30 11:30:00,149.4,2,0.868,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
847.0,2025-05-30 11:30:00,153.28,2,0.916,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
893.0,2025-05-30 11:30:00,74.13,1,0.927,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
896.0,2025-05-30 11:30:00,76.19,1,0.952,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
897.0,2025-05-30 11:30:00,148.38,2,0.855,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
908.0,2025-05-30 11:30:00,73.43,1,0.918,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
911.0,2025-05-30 11:30:00,159.5,2,0.994,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
926.0,2025-05-30 11:30:00,144.7,2,0.809,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
946.0,2025-05-30 11:30:00,159.61,2,0.995,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
951.0,2025-05-30 11:30:00,231.72,3,0.897,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
953.0,2025-05-30 11:30:00,299.63,4,0.745,HIGH,True,90,2025-05-30 10:00:00,30000,7500,0.85
956.0,2025-05-30 11:30:00,224.7,3,0.809,HIGH,True,90,2025-05-30 10:00:00,22500,7500,0.85
957.0,2025-05-30 11:30:00,79.99,1,1.0,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
966.0,2025-05-30 11:30:00,78.43,1,0.98,HIGH,True,90,2025-05-30 10:00:00,7500,7500,0.85
967.0,2025-05-30 11:30:00,158.81,2,0.985,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
979.0,2025-05-30 11:30:00,147.98,2,0.85,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
981.0,2025-05-30 11:30:00,152.04,2,0.9,HIGH,True,90,2025-05-30 10:00:00,15000,7500,0.85
1.0,2025-05-30 12:00:00,147.93,2,0.849,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
10.0,2025-05-30 12:00:00,152.83,2,0.91,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
35.0,2025-05-30 12:00:00,74.51,1,0.931,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
36.0,2025-05-30 12:00:00,74.14,1,0.927,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
37.0,2025-05-30 12:00:00,154.91,2,0.936,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
90.0,2025-05-30 12:00:00,78.25,1,0.978,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
95.0,2025-05-30 12:00:00,144.43,2,0.805,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
105.0,2025-05-30 12:00:00,152.1,2,0.901,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
106.0,2025-05-30 12:00:00,76.47,1,0.956,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
108.0,2025-05-30 12:00:00,149.22,2,0.865,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
132.0,2025-05-30 12:00:00,145.63,2,0.82,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
133.0,2025-05-30 12:00:00,77.13,1,0.964,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
205.0,2025-05-30 12:00:00,149.62,2,0.87,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
209.0,2025-05-30 12:00:00,77.41,1,0.968,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
216.0,2025-05-30 12:00:00,79.35,1,0.992,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
219.0,2025-05-30 12:00:00,156.71,2,0.959,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
223.0,2025-05-30 12:00:00,151.75,2,0.897,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
228.0,2025-05-30 12:00:00,156.37,2,0.955,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
230.0,2025-05-30 12:00:00,74.86,1,0.936,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
240.0,2025-05-30 12:00:00,75.63,1,0.945,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
255.0,2025-05-30 12:00:00,158.01,2,0.975,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
301.0,2025-05-30 12:00:00,149.23,2,0.865,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
308.0,2025-05-30 12:00:00,150.57,2,0.882,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
321.0,2025-05-30 12:00:00,146.39,2,0.83,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
332.0,2025-05-30 12:00:00,156.76,2,0.96,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
356.0,2025-05-30 12:00:00,154.92,2,0.936,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
357.0,2025-05-30 12:00:00,78.87,1,0.986,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
360.0,2025-05-30 12:00:00,150.84,2,0.885,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
374.0,2025-05-30 12:00:00,75.99,1,0.95,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
375.0,2025-05-30 12:00:00,75.86,1,0.948,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
382.0,2025-05-30 12:00:00,155.35,2,0.942,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
383.0,2025-05-30 12:00:00,150.77,2,0.885,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
403.0,2025-05-30 12:00:00,144.52,2,0.806,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
409.0,2025-05-30 12:00:00,218.74,3,0.734,HIGH,True,90,2025-05-30 10:30:00,22500,7500,0.85
424.0,2025-05-30 12:00:00,156.29,2,0.954,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
426.0,2025-05-30 12:00:00,77.56,1,0.97,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
427.0,2025-05-30 12:00:00,79.4,1,0.992,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
435.0,2025-05-30 12:00:00,74.75,1,0.934,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
456.0,2025-05-30 12:00:00,77.69,1,0.971,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
476.0,2025-05-30 12:00:00,78.93,1,0.987,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
497.0,2025-05-30 12:00:00,150.38,2,0.88,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
501.0,2025-05-30 12:00:00,76.6,1,0.957,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
503.0,2025-05-30 12:00:00,153.7,2,0.921,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
519.0,2025-05-30 12:00:00,145.68,2,0.821,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
522.0,2025-05-30 12:00:00,159.98,2,1.0,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
527.0,2025-05-30 12:00:00,145.52,2,0.819,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
530.0,2025-05-30 12:00:00,157.33,2,0.967,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
544.0,2025-05-30 12:00:00,146.4,2,0.83,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
545.0,2025-05-30 12:00:00,157.65,2,0.971,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
552.0,2025-05-30 12:00:00,75.46,1,0.943,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
584.0,2025-05-30 12:00:00,74.72,1,0.934,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
595.0,2025-05-30 12:00:00,144.56,2,0.807,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
663.0,2025-05-30 12:00:00,76.8,1,0.96,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
696.0,2025-05-30 12:00:00,158.95,2,0.987,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
712.0,2025-05-30 12:00:00,74.47,1,0.931,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
717.0,2025-05-30 12:00:00,147.38,2,0.842,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
719.0,2025-05-30 12:00:00,76.6,1,0.958,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
736.0,2025-05-30 12:00:00,79.82,1,0.998,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
741.0,2025-05-30 12:00:00,145.66,2,0.821,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
746.0,2025-05-30 12:00:00,75.03,1,0.938,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
753.0,2025-05-30 12:00:00,147.73,2,0.847,HIGH,True,90,2025-05-30 10:30:00,15000,7500,0.85
766.0,2025-05-30 12:00:00,76.33,1,0.954,HIGH,True,90,2025-05-30 10:30:00,7500,7500,0.85
